EMA_short,EMA_long,Total_Trades,Profit_Trades,Loss_Trades,Net_Profit
5,91,114,31,83,928048.5379
5,94,110,32,78,927888.9693
31,59,52,17,35,927305.3721
8,47,120,44,76,926615.4329
29,67,48,17,31,925685.2539
29,63,52,17,35,924925.0991
27,68,50,17,33,924314.9419
6,91,94,28,66,924148.6375
7,66,98,34,64,923654.0099
9,58,94,33,61,923504.1053
32,57,52,17,35,922314.8945
47,69,42,14,28,922065.5237
32,60,50,17,33,921514.8445
25,93,44,14,30,921379.9825
13,15,182,65,117,920909.0805
28,90,44,15,29,920525.5849
28,67,50,17,33,919764.7459
5,31,198,61,137,918678.6109
36,53,50,17,33,918635.0601
10,42,118,44,74,918565.6729
23,95,46,14,32,917979.8859
7,49,128,45,83,917334.3289
6,25,204,66,138,916489.2085
31,62,48,17,31,916224.8055
35,56,48,17,31,916085.7415
5,93,110,32,78,915679.0063
33,56,52,17,35,915644.7763
39,79,42,14,28,915584.9569
9,60,94,32,62,915124.7089
11,61,90,32,58,914540.3307
9,63,94,32,62,914109.1845
25,69,54,17,37,913445.2161
38,51,50,17,33,913015.1381
39,50,50,17,33,913015.1381
25,94,44,14,30,912865.1385
22,99,44,14,30,911810.5459
24,95,46,14,32,911469.8265
6,26,198,66,132,907899.5603
9,62,96,31,65,907834.2807
6,22,218,76,142,907498.8269
33,57,50,17,33,907095.3127
36,54,50,17,33,907055.4697
37,52,50,17,33,906324.9041
34,57,50,17,33,905965.6247
51,60,42,14,28,905904.6847
52,59,42,14,28,905904.6847
53,58,42,14,28,905904.6847
54,57,42,14,28,905904.6847
33,58,50,17,33,905855.1761
5,92,110,30,80,905189.0647
11,47,114,38,76,905014.1587
10,51,104,37,67,904443.8503
8,67,102,34,68,904374.6153
40,49,50,17,33,904065.2355
41,48,50,17,33,904065.2355
30,63,50,17,33,903784.8641
26,69,52,17,35,903745.0201
29,90,42,14,28,903560.4493
10,62,96,32,64,903340.0393
46,91,40,12,28,903174.5601
49,63,42,15,27,900624.6067
25,71,52,17,35,900175.0005
38,52,50,17,33,900015.5279
41,76,42,14,28,899894.9179
25,70,52,17,35,899805.0795
35,85,40,14,26,898655.1757
5,22,248,79,169,898548.7795
42,47,50,17,33,898515.3329
43,46,50,17,33,898515.3329
44,45,50,17,33,898515.3329
12,61,86,30,56,898310.2517
40,78,42,14,28,896095.3081
35,83,40,14,26,896019.9219
11,59,90,32,58,895969.9203
7,86,96,30,66,895878.8111
50,62,42,15,27,895814.6467
51,61,42,15,27,895814.6467
5,27,210,68,142,895729.2503
30,62,52,17,35,895315.1371
38,82,42,14,28,894385.2515
35,84,40,14,26,893870.0197
34,85,40,14,26,893109.6685
39,51,50,17,33,891865.7229
37,53,50,17,33,891795.6061
51,85,36,13,23,891674.6099
48,89,38,13,25,891654.5915
35,55,50,17,33,891605.2737
39,80,42,14,28,890635.1521
10,64,94,32,62,889199.8053
9,20,186,67,119,888549.2173
12,60,86,31,55,888270.6027
6,90,94,28,66,887888.9681
49,89,36,13,23,887294.5309
24,73,52,17,35,886165.0415
47,68,42,14,28,885245.4077
5,26,218,70,148,885228.9571
47,89,40,12,28,884944.2881
5,23,236,77,159,884778.3715
34,87,40,14,26,884099.7077
40,77,42,14,28,883494.9179
45,93,40,12,28,883424.3661
34,56,50,17,33,883205.2737
48,66,42,15,27,883135.0565
41,100,38,11,27,882659.8657
54,60,42,14,28,882650.2909
55,59,42,14,28,882650.2909
56,58,42,14,28,882650.2909
48,88,40,12,28,882054.8351
12,16,182,65,117,881968.6511
6,10,356,114,242,881669.9173
12,58,86,32,54,881020.3101
5,15,294,99,195,880839.6461
24,96,46,14,32,880630.0789
47,67,42,15,27,880405.0759
12,59,84,31,53,879960.3491
31,88,40,14,26,879279.8849
31,61,50,17,33,879064.9421
8,48,122,44,78,878925.3429
55,56,42,14,28,878304.6847
32,59,50,17,33,878015.3321
32,87,40,14,26,877999.8049
31,60,52,17,35,877115.3321
48,65,42,15,27,876995.0173
49,64,42,15,27,876995.0173
38,81,42,14,28,876765.1345
39,83,40,14,26,876735.4485
52,62,42,14,28,875245.0179
34,86,40,14,26,874729.8833
48,67,42,14,28,874305.3687
49,66,42,14,28,874305.3687
50,64,42,14,28,873175.0959
51,63,42,14,28,873175.0959
50,65,42,14,28,872800.2907
45,92,40,11,29,872214.4041
36,82,40,14,26,871265.0391
5,12,342,111,231,871249.8995
23,97,46,14,32,870610.0593
38,80,42,14,28,870414.8399
30,61,52,17,35,870135.1575
37,85,42,14,28,869725.0955
38,83,42,14,28,868605.3685
52,63,42,14,28,868350.3903
51,64,42,14,28,868270.3103
34,84,40,14,26,868159.8633
40,80,42,14,28,865815.3315
48,68,42,14,28,864800.0947
53,62,42,14,28,864630.3709
33,87,40,14,26,864469.7269
40,81,42,15,27,864055.2729
49,88,36,13,23,863824.6109
47,85,42,12,30,863299.8505
49,67,42,14,28,862730.0773
8,64,98,32,66,860804.4003
53,59,42,14,28,860604.8809
54,58,42,14,28,860604.8809
55,57,42,14,28,860604.8809
42,78,42,15,27,860195.2125
47,90,40,12,28,859464.4061
11,64,88,31,57,859059.1799
38,84,40,14,26,857245.4085
8,63,98,32,66,856254.3009
39,82,42,14,28,856085.3501
49,65,42,14,28,855805.0761
50,86,38,13,25,855454.6879
53,61,42,14,28,855420.3105
51,89,36,13,23,855279.6869
50,63,42,14,28,854815.0369
41,79,42,14,28,853965.3315
54,59,42,14,28,853684.9591
55,58,42,14,28,853684.9591
56,57,42,14,28,853684.9591
33,86,40,14,26,852949.7085
25,95,44,14,30,852945.1169
52,60,42,15,27,852694.8223
42,98,38,11,27,852419.5339
37,84,42,14,28,852125.1931
41,80,40,14,26,851665.3315
52,61,42,14,28,851615.0371
53,60,42,14,28,851615.0371
51,62,42,14,28,851385.0565
9,15,224,79,145,851144.4261
46,88,40,11,29,850939.6947
10,63,96,32,64,849129.2981
50,66,42,14,28,848470.1173
51,65,42,14,28,848470.1173
47,92,38,13,25,848114.6479
6,64,110,38,72,847543.7511
37,82,42,14,28,846794.9199
32,58,52,17,35,845765.2345
7,23,204,68,136,845679.1953
39,98,40,12,28,845139.8939
39,81,42,14,28,844725.3891
36,86,42,14,28,844265.1347
52,86,36,12,24,842449.7065
53,84,36,12,24,840939.7457
42,75,42,14,28,840245.5051
41,77,42,14,28,839935.3491
54,77,38,11,27,839885.0085
7,67,102,35,67,838994.3405
41,78,42,14,28,838735.2515
42,76,42,14,28,838505.2711
11,62,88,32,56,838310.2527
11,63,88,31,57,837569.2385
52,85,36,12,24,836354.5895
10,65,92,31,61,835989.4543
6,11,322,107,215,834839.5477
49,92,36,13,23,834314.6479
51,87,36,12,24,834294.6285
5,85,116,33,83,833993.4619
8,14,246,80,166,833699.5583
54,61,42,14,28,833360.4499
55,60,42,14,28,833360.4499
52,87,36,11,25,833289.9405
42,77,42,14,28,833285.2515
41,99,40,11,29,833239.5049
36,83,42,14,28,832795.0177
37,81,42,14,28,832234.7619
5,9,402,127,275,831877.9313
61,73,36,11,25,831130.4653
43,95,40,11,29,831059.8165
48,92,38,12,26,830444.8235
40,79,42,14,28,830395.2117
52,64,42,14,28,829920.2157
27,92,44,15,29,828615.3313
5,13,328,107,221,828049.6039
50,89,36,12,24,827604.3945
45,89,40,11,29,827599.3631
37,83,42,14,28,827555.1735
32,88,42,14,28,827489.7465
52,84,36,13,23,827164.6489
54,84,36,12,24,826239.6471
53,83,36,12,24,825934.9601
49,91,36,12,24,825824.7075
53,82,38,13,25,825614.6979
43,96,40,11,29,825299.5631
58,71,40,12,28,824914.6985
56,59,42,14,28,824750.2939
57,58,42,14,28,824750.2939
45,88,40,11,29,824569.8701
50,87,36,13,23,823904.4939
55,74,40,12,28,822724.6587
49,87,40,13,27,822224.8537
51,88,36,11,25,822209.4725
50,82,40,11,29,822204.9305
50,88,36,12,24,822194.4335
36,85,42,14,28,822115.1347
40,96,40,12,28,821309.9135
46,92,38,12,26,820974.4149
24,97,44,14,30,820830.0759
30,92,42,14,28,820370.1189
56,74,40,12,28,819455.0279
59,70,40,12,28,819434.6205
60,69,40,12,28,819434.6205
61,68,40,12,28,819434.6205
62,67,40,12,28,819434.6205
63,66,40,12,28,819434.6205
64,65,40,12,28,819434.6205
52,79,40,12,28,819224.8523
5,21,248,79,169,818889.4021
53,85,36,11,25,818689.7447
55,75,40,12,28,818594.7745
43,77,42,15,27,817430.0769
42,99,38,11,27,817429.9827
54,75,40,12,28,817224.6587
70,74,34,13,21,816799.8547
71,73,34,13,21,816799.8547
48,84,40,11,29,816464.6945
8,65,98,31,67,816354.3031
53,78,40,12,28,815654.9305
7,21,208,71,137,815308.9817
49,90,36,12,24,814794.4335
49,82,42,12,30,814014.5979
42,100,38,13,25,813774.8041
49,97,36,12,24,812369.7257
10,66,90,31,59,812308.9863
45,72,42,14,28,811965.5245
49,98,32,11,21,811760.0087
5,11,368,115,253,810628.5621
51,86,36,12,24,810154.6869
46,86,42,12,30,809599.7529
43,74,42,14,28,808955.7587
42,93,40,11,29,807789.7943
36,84,42,14,28,807734.8615
46,87,40,11,29,807329.6361
40,82,40,14,26,805615.4291
47,86,40,11,29,804514.5971
11,17,186,67,119,804428.8067
49,84,40,11,29,804324.8525
54,82,36,12,24,803969.7261
69,75,34,13,21,802739.8937
26,93,44,14,30,802475.1949
32,89,44,15,29,802079.7855
48,85,40,11,29,801904.7345
35,86,42,14,28,801624.6079
46,90,40,11,29,801334.3261
48,99,32,12,20,801049.9013
33,88,42,15,27,800739.8441
38,100,40,12,28,800730.0305
69,76,34,13,21,800719.9719
70,75,34,13,21,800719.9719
71,74,34,13,21,800719.9719
47,91,38,13,25,799104.4939
42,79,40,14,26,798950.4887
48,90,38,13,25,798594.3379
55,76,38,11,27,798555.1267
41,82,40,14,26,798340.4301
33,90,42,14,28,798129.8833
42,97,40,11,29,797839.4071
50,96,34,11,23,797759.7647
39,99,40,11,29,797509.8141
44,95,38,12,26,797394.3369
48,91,38,12,26,796844.6285
55,81,36,11,25,796769.8227
46,93,38,13,25,795764.4539
72,73,34,13,21,795550.0499
44,90,40,11,29,793979.4411
50,91,36,13,23,793909.7649
50,90,36,11,25,792979.7845
30,91,42,14,28,792570.0213
48,86,40,11,29,792194.7745
50,95,38,13,25,791879.6867
55,80,36,12,24,791400.1951
44,91,40,11,29,791379.5387
54,89,38,12,26,791369.8223
43,92,40,11,29,791259.6187
40,83,40,14,26,790890.6251
52,83,38,13,25,789794.7757
56,81,36,10,26,789509.8609
43,99,38,13,25,788974.8029
47,87,40,11,29,788854.7345
40,100,40,11,29,788279.5429
52,88,36,12,24,788169.7259
44,74,42,14,28,788105.3683
31,89,42,15,27,787159.8655
54,83,36,10,26,786919.6267
43,100,38,13,25,786914.8419
38,99,40,12,28,786399.9525
51,81,40,11,29,786344.8721
67,77,34,13,21,785689.8927
68,76,34,13,21,785689.8927
54,81,38,13,25,785244.9221
5,14,314,104,210,785160.0549
58,72,40,12,28,785154.9305
66,79,34,13,21,784779.8351
55,83,36,12,24,784609.9593
57,78,36,11,25,783820.2117
58,77,36,11,25,783820.2117
6,24,212,69,143,783769.0413
33,89,42,14,28,783749.6101
32,91,42,14,28,783499.6101
49,83,40,11,29,783334.7149
62,72,36,11,25,783300.5823
44,94,40,11,29,783184.5221
44,75,42,15,27,782780.3695
44,73,42,14,28,782695.4075
51,94,38,11,27,782079.7843
32,90,44,14,30,782019.5321
53,86,36,12,24,781879.8811
30,89,42,15,27,781740.5283
46,89,40,11,29,780464.5005
41,95,40,11,29,780329.7361
50,97,32,11,21,780139.9893
46,94,38,13,25,780044.8225
55,82,36,10,26,779929.7827
43,97,38,11,27,779684.3759
54,76,40,12,28,779524.6565
57,72,40,12,28,779494.5805
62,66,40,12,28,779244.5807
63,65,40,12,28,779244.5807
30,90,42,14,28,778940.0407
5,24,232,75,157,778629.2481
37,86,42,15,27,778505.2709
8,21,196,67,129,777729.0007
66,78,34,13,21,776949.8537
34,88,42,15,27,776805.0781
42,94,40,11,29,776659.7163
61,69,40,14,26,776485.1071
62,68,40,14,26,776485.1071
63,67,40,14,26,776485.1071
64,66,40,14,26,776485.1071
64,71,36,10,26,776450.6799
41,81,40,14,26,775730.5667
61,84,34,13,21,775500.0497
62,83,34,13,21,775500.0497
52,76,42,13,29,775320.0681
57,80,36,12,24,775170.1153
56,79,36,11,25,775130.2701
55,84,36,12,24,774940.2323
45,96,38,13,25,774794.8225
54,85,36,12,24,774029.9787
61,74,36,10,26,773810.2499
26,94,44,14,30,773355.1753
47,72,42,15,27,773330.3717
43,76,42,14,28,773305.3683
60,68,40,12,28,773044.5807
61,67,40,12,28,773044.5807
43,75,42,14,28,772985.4465
48,87,40,11,29,772764.7951
67,78,34,13,21,772459.8155
50,85,38,13,25,772174.5611
51,84,38,13,25,772174.5611
5,17,280,92,188,772129.3435
60,74,36,11,25,771560.5453
7,20,214,73,141,770709.4713
57,73,40,12,28,770084.7159
7,13,270,90,180,769869.9681
68,77,34,13,21,769719.7765
44,76,42,15,27,769500.4887
47,88,40,11,29,769424.7551
46,96,38,12,26,769224.9025
30,97,40,14,26,769220.0195
54,74,42,12,30,769124.9513
46,97,38,12,26,768674.7073
56,82,36,12,24,768399.9983
61,85,34,13,21,768030.0305
60,75,36,10,26,767660.2499
50,81,42,12,30,767314.9879
48,100,32,11,21,767270.1647
47,94,38,12,26,767074.9025
36,87,42,14,28,767044.8227
65,77,38,12,26,766550.0975
66,76,38,12,26,766550.0975
59,76,36,10,26,765840.2303
5,25,224,74,150,764448.9769
52,93,36,11,25,762649.6077
8,20,206,69,137,762249.3145
60,70,40,13,27,762035.1071
46,73,42,15,27,761820.5081
56,73,40,12,28,761494.5807
41,98,40,11,29,761490.0889
53,77,40,12,28,761364.6957
52,78,42,12,30,760694.6761
48,94,36,13,23,760664.6479
43,79,40,14,26,760250.3931
8,16,236,80,156,759579.2433
35,88,42,14,28,757754.7837
46,95,38,12,26,756624.9005
53,76,42,12,30,756254.6393
8,66,104,33,71,755864.8493
40,97,40,11,29,755529.8337
39,97,40,12,28,755369.7769
57,79,36,10,26,755140.1339
58,78,36,10,26,755140.1339
57,88,34,12,22,754309.7173
43,91,40,11,29,753799.7553
57,74,38,13,25,753375.4387
65,79,36,13,23,753269.8731
64,81,34,13,21,753169.6781
65,80,34,13,21,753169.6781
45,91,40,11,29,753104.3455
51,90,36,12,24,752929.8819
41,93,40,12,28,752790.1865
5,16,294,99,195,751919.9703
46,71,42,14,28,751110.4467
51,82,38,11,27,750544.4831
43,80,40,14,26,750410.4517
57,81,36,12,24,750359.9593
58,80,36,12,24,750359.9593
42,80,40,14,26,750240.4301
44,93,40,11,29,749749.4625
35,89,42,14,28,749404.7837
46,72,42,14,28,749350.4885
35,87,44,15,29,748974.9007
44,88,42,13,29,748249.9519
44,98,38,13,25,747834.7639
54,86,36,12,24,747830.0763
55,85,36,12,24,747520.3103
45,99,38,12,26,746644.8233
45,95,38,13,25,746514.8419
59,71,40,13,27,746375.0485
5,20,254,81,173,746259.3261
53,75,42,12,30,746254.9317
60,76,36,12,24,746210.1533
53,90,38,13,25,745769.6271
34,90,42,14,28,745204.6863
29,91,42,14,28,744300.4893
53,87,36,12,24,744019.8227
62,73,36,10,26,743970.6019
63,72,36,10,26,743970.6019
57,77,38,12,26,743630.5159
47,93,38,12,26,743414.9405
28,98,42,14,28,743339.9413
43,78,40,14,26,742860.4497
50,83,40,11,29,742794.5797
49,80,42,13,29,742699.6575
56,80,36,10,26,742690.0363
51,80,42,12,30,742654.7343
54,88,38,13,25,742579.8809
48,93,38,12,26,742234.8635
44,97,38,13,25,742234.7639
64,78,38,12,26,742079.9805
43,93,40,11,29,741649.5603
34,89,44,14,30,741514.8423
31,92,42,14,28,741199.3175
48,98,40,13,27,740779.8817
47,70,42,14,28,740740.4281
51,95,34,11,23,740519.6273
63,82,34,13,21,740449.6587
67,75,38,12,26,740329.9795
38,85,42,15,27,740135.4477
45,98,38,12,26,740014.8429
68,74,38,12,26,739999.9989
69,73,38,12,26,739999.9989
70,72,38,12,26,739999.9989
52,89,36,12,24,739879.7845
42,81,40,14,26,739830.4711
52,97,32,12,20,739699.2689
44,92,40,11,29,739569.3825
55,88,38,11,27,739489.8419
48,81,42,13,29,738989.7961
56,75,38,12,26,738925.4387
42,91,42,13,29,738909.9131
60,86,34,13,21,738869.8741
65,70,36,10,26,738860.4459
50,78,42,13,29,738690.1861
59,77,36,10,26,738230.1729
47,84,42,12,30,738209.4215
62,84,34,13,21,738080.1269
61,65,40,13,27,736944.6781
62,64,40,13,27,736944.6781
47,73,40,14,26,736920.3133
60,84,36,12,24,736419.7755
51,77,42,13,29,736100.1461
56,84,36,12,24,735000.1933
61,82,36,12,24,734780.0293
47,95,38,12,26,734714.8439
31,90,42,14,28,734589.5515
45,90,40,11,29,734589.4995
44,87,42,13,29,733979.8351
49,85,40,11,29,733634.8147
50,79,42,12,30,733279.7365
50,84,40,12,28,733124.7571
51,79,42,12,30,733004.6371
62,81,38,12,26,732890.0877
63,80,38,12,26,732890.0877
50,100,32,12,20,732719.5809
60,66,40,13,27,732574.7563
56,78,38,13,25,732105.3219
33,91,40,14,26,731794.7273
51,96,32,11,21,731689.5007
52,95,32,11,21,731689.5007
55,87,38,12,26,731519.9199
41,97,40,11,29,731159.8141
47,71,42,14,28,730890.3325
57,82,36,12,24,730610.3493
33,92,40,14,26,730034.6687
27,98,42,14,28,729829.8829
36,88,42,14,28,729335.0567
46,85,42,13,29,729309.6165
45,86,42,13,29,729239.6965
60,85,34,12,22,729199.8545
72,74,34,12,22,729169.9231
39,85,42,14,28,728820.4105
59,85,36,12,24,728789.8927
40,85,42,14,28,728120.5081
58,73,38,13,25,727525.2447
40,99,40,11,29,727410.0101
30,95,40,14,26,727319.5337
45,73,42,14,28,727250.2905
62,82,36,12,24,727089.7959
63,81,36,12,24,727089.7959
53,88,38,12,26,726979.6861
53,81,38,13,25,726814.7953
6,19,244,78,166,726489.3073
58,87,34,12,22,726479.8341
58,79,36,12,24,725910.1543
54,94,34,13,21,725779.5421
41,94,40,12,28,725189.9915
44,100,38,12,26,723774.9013
45,97,38,12,26,723754.8809
49,86,40,12,28,723644.9717
54,87,38,12,26,722899.6081
53,95,32,11,21,722459.2285
53,91,38,12,26,721349.6077
7,19,218,74,144,721149.2131
5,6,484,151,333,721142.9197
70,76,34,12,22,720429.8841
71,75,34,12,22,720429.8841
45,87,42,12,30,720419.7725
69,77,34,12,22,720019.9231
64,80,36,12,24,719819.6779
47,96,38,13,25,719804.9791
39,100,40,11,29,719659.9125
40,98,40,11,29,719639.8921
41,96,40,11,29,719639.8921
8,12,268,88,180,718169.8733
56,85,40,12,28,717130.5635
43,89,42,13,29,716939.6011
53,93,32,11,21,716789.2083
51,83,38,13,25,716644.6791
44,99,38,12,26,716564.8429
63,71,36,10,26,716370.6983
64,70,36,10,26,716370.6983
65,69,36,10,26,716370.6983
66,68,36,10,26,716370.6983
68,75,36,12,24,716299.9509
69,74,36,12,24,716299.9509
70,73,36,12,24,716299.9509
71,72,36,12,24,716299.9509
52,82,38,13,25,715954.6391
39,84,42,15,27,715945.5071
48,72,40,13,27,715500.3913
32,92,40,14,26,715489.6493
52,92,38,12,26,715479.6857
61,83,36,12,24,715309.8155
55,73,40,12,28,714984.3273
45,74,42,15,27,714780.3715
51,93,38,13,25,714629.7841
51,78,42,12,30,714334.6195
41,83,42,14,28,714100.4887
42,92,40,12,28,714009.7163
56,86,40,12,28,713160.1539
48,83,42,12,30,712979.5385
58,82,40,12,28,712690.2331
58,81,38,12,26,712560.3493
60,83,36,11,25,712499.7065
31,91,42,14,28,710939.7465
40,84,42,14,28,710400.5861
49,74,40,13,27,710360.5481
59,86,34,12,22,710249.8545
49,69,42,14,28,709900.0985
59,78,36,12,24,709700.1933
6,15,278,90,188,709409.5215
56,83,36,12,24,708910.3493
52,80,38,11,27,708714.7941
43,98,38,12,26,708304.6879
64,82,34,13,21,708220.1171
46,98,40,13,27,707994.8231
51,98,32,11,21,707729.3455
8,17,230,76,154,707549.6025
45,94,38,12,26,707434.3759
52,96,32,11,21,707419.1895
44,89,40,11,29,707039.6967
11,14,208,69,139,707034.4705
59,79,38,12,26,706870.1153
67,76,38,12,26,706809.9119
50,98,32,11,21,706769.3847
49,99,32,11,21,706609.7161
48,75,40,13,27,706130.5675
41,84,42,14,28,705340.5297
25,98,42,14,28,705275.1939
45,75,40,14,26,704880.4693
64,79,38,12,26,704880.1277
57,71,40,12,28,704614.5027
48,70,42,14,28,704600.0985
30,98,40,14,26,704200.0955
52,77,42,12,30,703544.4831
8,15,238,79,159,703269.9677
38,98,40,12,28,702699.9525
66,69,38,10,28,702620.6019
67,68,38,10,28,702620.6019
57,83,40,12,28,702430.3687
46,84,42,13,29,702239.6985
56,77,38,13,25,701655.0293
57,76,38,13,25,701655.0293
57,84,40,11,29,701090.4271
41,92,42,13,29,700600.1473
53,96,32,12,20,700309.3763
59,74,38,12,26,700150.1455
60,73,38,12,26,700150.1455
61,72,38,12,26,700150.1455
45,100,40,14,26,700134.7645
30,96,40,14,26,699969.7269
57,90,34,13,21,699869.8747
55,91,34,12,22,699839.5993
49,93,36,12,24,699829.6869
58,70,40,12,28,699414.5027
59,69,40,12,28,699414.5027
7,18,240,79,161,699359.4187
66,77,38,12,26,699180.0291
51,91,38,12,26,699129.9791
48,73,40,13,27,698220.6057
56,72,40,12,28,697924.2687
54,95,34,13,21,697699.8053
58,76,38,11,27,697590.3307
59,75,38,11,27,697590.3307
6,12,314,104,210,697100.6801
63,83,34,13,21,696280.0781
61,78,38,12,26,695930.4671
42,95,40,11,29,695759.7163
47,74,40,13,27,695670.6057
57,75,38,13,25,695105.2243
58,83,40,12,28,695030.4671
29,92,42,14,28,694790.0407
63,76,38,12,26,694610.5451
54,78,38,13,25,693824.9523
49,68,42,14,28,693600.0987
55,77,38,13,25,693515.1863
53,79,38,12,26,693464.9903
47,83,42,13,29,693379.5405
65,76,38,11,27,693140.3305
52,98,32,12,20,692539.3567
48,82,42,12,30,691469.4801
59,81,40,12,28,690090.4281
48,69,42,14,28,689300.0987
50,68,42,14,28,689090.1375
61,79,40,11,29,689070.2135
56,90,34,12,22,688959.7173
53,64,42,14,28,688610.0595
67,79,34,12,22,688000.0011
28,92,42,15,27,687985.3527
56,76,38,13,25,687895.0683
45,76,40,14,26,687090.4323
56,71,40,12,28,687044.3859
64,83,34,12,22,686809.9621
65,82,34,12,22,686809.9621
68,78,34,12,22,686400.0011
51,67,42,14,28,685840.2351
53,97,32,12,20,685439.6493
54,63,42,14,28,684890.1375
54,80,38,13,25,684224.8539
65,81,34,12,22,684219.9231
53,80,38,13,25,684114.9913
26,98,42,14,28,684084.7659
49,81,42,12,30,684019.7725
55,79,38,13,25,683915.0879
55,86,38,12,26,683899.9981
54,92,32,11,21,683879.4423
46,74,40,14,26,683730.4693
56,92,34,13,21,683549.9039
52,65,42,14,28,683310.0595
29,97,40,14,26,683019.9237
52,81,38,12,26,682804.8351
44,78,40,14,26,682370.6077
34,91,42,14,28,682164.5497
47,100,36,12,24,681569.8231
51,97,32,11,21,681149.2667
55,67,40,13,27,681110.1561
51,99,32,12,20,681109.2785
29,94,42,14,28,680999.9045
58,86,36,12,24,680219.9711
44,84,42,13,29,680000.1003
51,100,34,12,22,679659.4735
63,70,38,11,27,679340.2821
64,69,38,11,27,679340.2821
49,96,40,13,27,679219.7255
29,99,40,14,26,678749.9025
29,100,40,14,26,678749.9025
65,78,38,12,26,678660.0097
59,72,38,13,25,678154.9327
27,97,42,14,28,676804.8849
50,99,32,11,21,676489.4041
23,99,46,14,32,676460.5457
60,71,38,13,25,675984.8147
42,96,40,11,29,675969.6791
57,87,38,11,27,675929.7361
24,98,44,14,30,675920.4083
50,80,42,12,30,675914.6955
48,74,40,13,27,675780.6651
51,66,42,14,28,675490.1375
48,71,42,15,27,675420.1183
10,11,256,80,176,675315.2827
28,97,42,14,28,674819.7289
9,12,256,81,175,674805.4191
44,96,38,12,26,674384.3759
52,90,38,12,26,673759.8611
39,86,42,14,28,673350.4885
61,75,36,12,24,673270.3093
9,11,266,88,178,672765.1863
66,80,34,12,22,672559.9631
28,96,42,14,28,672389.7485
46,75,40,13,27,672310.4517
40,95,40,12,28,671249.9525
57,70,40,12,28,671234.3273
48,97,38,13,25,671109.8619
62,71,38,11,27,670980.2235
62,74,38,12,26,670960.5443
58,69,40,12,28,670924.5613
59,68,40,12,28,670924.5613
60,67,40,12,28,670924.5613
61,66,40,12,28,670924.5613
62,65,40,12,28,670924.5613
63,64,40,12,28,670924.5613
55,72,42,13,29,670914.4053
25,97,42,14,28,670734.9599
44,77,40,14,26,670680.6663
58,74,38,13,25,670255.2243
53,89,38,12,26,669679.9783
67,71,38,12,26,669270.7011
68,70,38,12,26,669270.7011
55,94,34,13,21,668349.7087
56,91,34,13,21,667899.4649
43,90,42,13,29,667389.7941
55,93,34,13,21,666869.6309
53,63,42,14,28,666860.2557
39,90,42,14,28,666680.4669
64,73,38,12,26,666530.4671
65,72,38,12,26,666530.4671
50,94,38,13,25,666149.7061
45,84,42,13,29,665549.8565
8,13,262,86,176,665490.2805
44,79,40,13,27,665020.4127
50,67,42,14,28,664830.0791
26,100,42,14,28,664794.8243
9,18,204,68,136,664699.9009
38,86,42,14,28,664435.4477
37,100,40,13,27,664359.7163
42,90,42,13,29,663519.7767
62,77,38,12,26,663490.6231
54,68,40,13,27,662860.1561
60,80,40,11,29,662510.3501
49,100,32,11,21,662279.5407
27,100,40,14,26,661719.5317
54,62,42,14,28,661710.2557
55,61,42,14,28,661710.2557
9,13,246,80,166,661284.9095
49,70,42,14,28,661190.0403
57,91,34,13,21,661139.8453
50,73,40,13,27,660990.2361
46,83,42,13,29,660969.6791
47,82,42,13,29,660969.6791
58,75,38,12,26,659514.9895
55,62,42,13,29,659370.2155
56,61,42,13,29,659370.2155
31,95,42,14,28,658929.3955
45,77,40,13,27,658920.6077
31,94,42,14,28,657829.4929
57,86,38,11,27,657659.7651
54,73,42,13,29,657249.5613
27,99,42,14,28,657220.0193
52,94,32,11,21,656929.5399
59,62,40,13,27,656850.0955
60,61,40,13,27,656850.0955
54,79,38,13,25,656674.9513
61,81,36,11,25,656570.1159
9,19,198,69,129,656529.4895
68,73,38,11,27,656390.3305
69,72,38,11,27,656390.3305
70,71,38,11,27,656390.3305
55,78,38,13,25,656365.1853
53,94,32,11,21,656339.2081
37,87,42,14,28,656075.2917
25,96,44,14,30,656005.1763
64,77,38,11,27,655860.3499
47,81,42,13,29,655760.2055
59,88,34,13,21,655410.2547
42,87,42,13,29,655010.2059
51,92,38,13,25,654699.7061
59,84,38,11,27,654519.9211
63,73,38,12,26,654390.4273
64,72,38,12,26,654390.4273
57,63,40,13,27,653710.0565
58,62,40,13,27,653710.0565
59,61,40,13,27,653710.0565
54,93,34,12,22,653229.4431
56,87,40,11,29,652949.8031
52,70,40,13,27,652930.1755
53,69,40,13,27,652930.1755
57,60,42,13,29,652760.1569
58,59,42,13,29,652760.1569
67,80,34,12,22,652470.0207
42,82,42,15,27,652240.4321
62,80,38,11,27,652200.0965
63,79,38,11,27,652200.0965
55,65,40,13,27,651840.1365
56,64,40,13,27,651840.1365
66,75,38,11,27,651810.2525
67,74,38,11,27,651810.2525
60,77,38,12,26,651420.5053
43,94,40,11,29,651209.5211
63,74,38,12,26,651070.5063
61,76,38,12,26,651060.3493
52,99,32,11,21,650979.2979
9,17,210,70,140,650709.8595
27,94,42,14,28,650274.9031
31,96,42,14,28,650089.7465
50,92,38,12,26,649899.9987
49,71,40,13,27,649690.1377
62,75,38,12,26,648920.5063
38,87,42,14,28,648785.5471
63,75,38,12,26,648660.5451
64,74,38,12,26,648660.5451
